Date,Volume,High,Low,Open,Close,Adj Close,Ticker
2021-01-04,1901900,1760.650024,1707.849976,1757.540039,1728.23999,1728.23999,GOOG
2021-01-05,1145300,1747.670044,1718.015015,1725,1740.920044,1740.920044,GOOG
2021-01-06,2602100,1748,1699,1702.630005,1735.290039,1735.290039,GOOG
2021-01-07,2265000,1788.400024,1737.050049,1740.060059,1787.25,1787.25,GOOG
2021-01-08,2050600,1809.839966,1773.535034,1787.97998,1807.209961,1807.209961,GOOG
2021-01-11,1209700,1794.314941,1760.52002,1786.069946,1766.719971,1766.719971,GOOG
2021-01-12,1357000,1778.040039,1725.310059,1753.920044,1746.550049,1746.550049,GOOG
2021-01-13,1094100,1765.035034,1738.01001,1738.579956,1754.400024,1754.400024,GOOG
2021-01-14,1179500,1775.01001,1733.400024,1753.619995,1740.180054,1740.180054,GOOG
2021-01-15,1342200,1756,1721.550049,1738.189941,1736.189941,1736.189941,GOOG
2021-01-19,1734600,1809.275024,1741.459961,1752.25,1790.859985,1790.859985,GOOG
2021-01-20,2490300,1903.709961,1825.530029,1831.459961,1886.900024,1886.900024,GOOG
2021-01-21,2063900,1934.859985,1887.109985,1898,1891.25,1891.25,GOOG
2021-01-22,1272100,1910.949951,1881.76001,1895.680054,1901.050049,1901.050049,GOOG
2021-01-25,1927300,1929.579956,1867.530029,1920.670044,1899.400024,1899.400024,GOOG
2021-01-26,1313100,1925,1884.244995,1888.839966,1917.23999,1917.23999,GOOG
2021-01-27,2748300,1890,1809,1882.530029,1830.790039,1830.790039,GOOG
2021-01-28,1773100,1898.829956,1842.640015,1843.939941,1863.109985,1863.109985,GOOG
2021-01-29,1612600,1857.280029,1810.199951,1846.170044,1835.73999,1835.73999,GOOG
2021-02-01,1602200,1922.391968,1850.930054,1853.569946,1901.349976,1901.349976,GOOG
2021-02-02,2273700,1955.76001,1914.48999,1922.560059,1927.51001,1927.51001,GOOG
2021-02-03,4118200,2116.5,2018.380005,2073,2070.070068,2070.070068,GOOG
2021-02-04,1852300,2078.550049,2042.589966,2068.889893,2062.370117,2062.370117,GOOG
2021-02-05,1535100,2102.51001,2059.330078,2070,2098,2098,GOOG
2021-02-08,1241900,2123.547119,2072,2105.909912,2092.909912,2092.909912,GOOG
2021-02-09,889900,2105.129883,2078.540039,2078.540039,2083.51001,2083.51001,GOOG
2021-02-10,1135500,2108.370117,2063.090088,2094.209961,2095.379883,2095.379883,GOOG
2021-02-11,945700,2102.030029,2077.320068,2099.51001,2095.889893,2095.889893,GOOG
2021-02-12,855700,2108.820068,2083.129883,2090.25,2104.110107,2104.110107,GOOG
2021-02-16,1133800,2152.679932,2104.360107,2104.360107,2121.899902,2121.899902,GOOG
2021-02-17,1070900,2133.659912,2098.919922,2100,2128.310059,2128.310059,GOOG
2021-02-18,1121600,2132.735107,2103.709961,2110.389893,2117.199951,2117.199951,GOOG
2021-02-19,1457400,2130.530029,2097.409912,2119.27002,2101.139893,2101.139893,GOOG
2021-02-22,1367500,2091.419922,2062.139893,2067,2064.879883,2064.879883,GOOG
2021-02-23,1667400,2082.01001,2002.02002,2025.01001,2070.860107,2070.860107,GOOG
2021-02-24,1248300,2100.780029,2038.130005,2041.829956,2095.169922,2095.169922,GOOG
2021-02-25,1828400,2094.879883,2021.290039,2067.449951,2031.359985,2031.359985,GOOG
2021-02-26,2083500,2071.01001,2016.060059,2050.52002,2036.859985,2036.859985,GOOG
2021-03-01,1404500,2086.52002,2046.099976,2056.52002,2081.51001,2081.51001,GOOG
2021-03-02,1134600,2104.370117,2071.26001,2076.189941,2075.840088,2075.840088,GOOG
2021-03-03,1484200,2088.518066,2010,2067.209961,2026.709961,2026.709961,GOOG
2021-03-04,2118000,2089.23999,2020.27002,2023.369995,2049.090088,2049.090088,GOOG
2021-03-05,2195200,2118.110107,2046.415039,2073.120117,2108.540039,2108.540039,GOOG
2021-03-08,1647400,2128.810059,2021.609985,2101.129883,2024.170044,2024.170044,GOOG
2021-03-09,1697300,2078.040039,2047.829956,2070,2052.699951,2052.699951,GOOG
2021-03-10,1268600,2075,2033.369995,2071.76001,2055.030029,2055.030029,GOOG
2021-03-11,1239100,2125.699951,2072.379883,2074.060059,2114.77002,2114.77002,GOOG
2021-03-12,1725800,2090.26001,2047.550049,2085,2061.919922,2061.919922,GOOG
2021-03-15,1298100,2067.060059,2043.51001,2062.300049,2066.48999,2066.48999,GOOG
2021-03-16,1491600,2123.560059,2070,2078.98999,2092.52002,2092.52002,GOOG
2021-03-17,1299000,2109.780029,2054,2076.030029,2091.080078,2091.080078,GOOG
2021-03-18,1361400,2075.5,2033.550049,2061,2036.219971,2036.219971,GOOG
2021-03-19,2314900,2053.100098,2017.680054,2042.050049,2043.199951,2043.199951,GOOG
2021-03-22,1954800,2057.98999,2026.069946,2041.839966,2038.589966,2038.589966,GOOG
2021-03-23,1367000,2072.302002,2039.219971,2051.699951,2052.959961,2052.959961,GOOG
2021-03-24,1154000,2078.209961,2041.555054,2065.370117,2045.060059,2045.060059,GOOG
2021-03-25,1418900,2058.870117,2010.72998,2044.810059,2044.359985,2044.359985,GOOG
2021-03-26,1493500,2050.98999,2014.02002,2038.859985,2035.550049,2035.550049,GOOG
2021-03-29,1229800,2058.429932,2015.619995,2027.880005,2055.949951,2055.949951,GOOG
2021-03-30,1036600,2070.780029,2044.030029,2057.629883,2055.540039,2055.540039,GOOG
2021-03-31,1459900,2093.326904,2056.745117,2059.120117,2068.629883,2068.629883,GOOG
2021-04-01,1699000,2142.939941,2096.889893,2097.949951,2137.75,2137.75,GOOG
2021-04-05,2164900,2237.310059,2151.620117,2152.939941,2225.550049,2225.550049,GOOG
2021-04-06,1353000,2237.659912,2214.800049,2222.5,2224.75,2224.75,GOOG
2021-04-07,1289900,2255,2225.330078,2226.129883,2249.679932,2249.679932,GOOG
2021-04-08,1358300,2284.004883,2257.679932,2277.959961,2265.439941,2265.439941,GOOG
2021-04-09,1044400,2289.040039,2253.714111,2256.699951,2285.879883,2285.879883,GOOG
2021-04-12,1565900,2275.320068,2238.465088,2266.25,2254.790039,2254.790039,GOOG
2021-04-13,1165500,2277.209961,2256.090088,2261.469971,2267.27002,2267.27002,GOOG
2021-04-14,1011000,2277.98999,2249.189941,2275.159912,2254.840088,2254.840088,GOOG
2021-04-15,1373600,2306.596924,2266,2276.97998,2296.659912,2296.659912,GOOG
2021-04-16,1129800,2306.439941,2284.449951,2303,2297.76001,2297.76001,GOOG
2021-04-19,1234400,2318.449951,2287.844971,2291.97998,2302.399902,2302.399902,GOOG
2021-04-20,1088700,2309.600098,2271.709961,2307.889893,2293.629883,2293.629883,GOOG
2021-04-21,1196500,2295.320068,2258.570068,2285.25,2293.290039,2293.290039,GOOG
2021-04-22,1054800,2303.761963,2256.449951,2293.22998,2267.919922,2267.919922,GOOG
2021-04-23,1433500,2325.820068,2278.209961,2283.469971,2315.300049,2315.300049,GOOG
2021-04-26,1041700,2341.26001,2313.840088,2319.929932,2326.73999,2326.73999,GOOG
2021-04-27,1598600,2337.449951,2304.27002,2336,2307.120117,2307.120117,GOOG
2021-04-28,2986400,2452.37793,2374.850098,2407.14502,2379.909912,2379.909912,GOOG
2021-04-29,1977700,2436.52002,2402.280029,2410.330078,2429.889893,2429.889893,GOOG
2021-04-30,1957100,2427.139893,2402.159912,2404.48999,2410.120117,2410.120117,GOOG
2021-05-03,1689400,2419.699951,2384.5,2402.719971,2395.169922,2395.169922,GOOG
2021-05-04,1756000,2379.26001,2311.699951,2369.73999,2354.25,2354.25,GOOG
2021-05-05,1090300,2382.199951,2351.409912,2368.419922,2356.73999,2356.73999,GOOG
2021-05-06,1030900,2382.709961,2342.337891,2350.639893,2381.350098,2381.350098,GOOG
2021-05-07,1163600,2416.409912,2390,2400,2398.689941,2398.689941,GOOG
2021-05-10,1300300,2378,2334.72998,2374.889893,2341.659912,2341.659912,GOOG
2021-05-11,1605500,2322,2283,2291.860107,2308.76001,2308.76001,GOOG
2021-05-12,1746700,2285.370117,2230.050049,2261.709961,2239.080078,2239.080078,GOOG
2021-05-13,1333500,2276.601074,2242.719971,2261.090088,2261.969971,2261.969971,GOOG
2021-05-14,1331200,2321.139893,2283.320068,2291.830078,2316.159912,2316.159912,GOOG
2021-05-17,992100,2323.340088,2295,2309.320068,2321.409912,2321.409912,GOOG
2021-05-18,865100,2343.149902,2303.159912,2336.906006,2303.429932,2303.429932,GOOG
2021-05-19,967500,2316.76001,2263.52002,2264.399902,2308.709961,2308.709961,GOOG
2021-05-20,1191600,2360.340088,2321.090088,2328.040039,2356.090088,2356.090088,GOOG
2021-05-21,1141600,2369,2342.370117,2365.98999,2345.100098,2345.100098,GOOG
2021-05-24,1062200,2418.47998,2360.110107,2367,2406.669922,2406.669922,GOOG
2021-05-25,941900,2432.889893,2402.98999,2420,2409.070068,2409.070068,GOOG
2021-05-26,1092800,2442.944092,2412.514893,2412.834961,2433.530029,2433.530029,GOOG
2021-05-27,1948100,2440,2402,2436.939941,2402.51001,2402.51001,GOOG
2021-05-28,1205400,2428.139893,2407.689941,2421.959961,2411.560059,2411.560059,GOOG
2021-06-01,958300,2437.970947,2404.879883,2422,2429.810059,2429.810059,GOOG
2021-06-02,857900,2442,2404.199951,2435.310059,2421.280029,2421.280029,GOOG
2021-06-03,917300,2409.745117,2382.830078,2395.02002,2404.610107,2404.610107,GOOG
2021-06-04,1297400,2453.858887,2417.77002,2422.52002,2451.76001,2451.76001,GOOG
2021-06-07,1192500,2468,2441.072998,2451.320068,2466.090088,2466.090088,GOOG
2021-06-08,1253000,2494.495117,2468.23999,2479.899902,2482.850098,2482.850098,GOOG
2021-06-09,1006300,2505,2487.330078,2499.5,2491.399902,2491.399902,GOOG
2021-06-10,1561700,2523.26001,2494,2494.01001,2521.600098,2521.600098,GOOG
2021-06-11,1262000,2526.98999,2498.290039,2524.919922,2513.929932,2513.929932,GOOG
2021-06-14,1127500,2528.22998,2500.939941,2513.389893,2527.040039,2527.040039,GOOG
2021-06-15,1109100,2537.23999,2512.969971,2530.439941,2520.659912,2520.659912,GOOG
2021-06-16,1315800,2530.469971,2482.999023,2524.949951,2513.929932,2513.929932,GOOG
2021-06-17,1287800,2543.929932,2510.300049,2510.459961,2527.419922,2527.419922,GOOG
2021-06-18,2665300,2527.780029,2492.060059,2514.110107,2511.350098,2511.350098,GOOG
2021-06-21,1312800,2540.735107,2502.685059,2514.800049,2529.100098,2529.100098,GOOG
2021-06-22,1049200,2545.399902,2520.530029,2529,2539.98999,2539.98999,GOOG
2021-06-23,984700,2555.919922,2525.040039,2531,2529.22998,2529.22998,GOOG
2021-06-24,946700,2550.709961,2539.199951,2541.070068,2545.639893,2545.639893,GOOG
2021-06-25,1674200,2550.100098,2528.879883,2539.139893,2539.899902,2539.899902,GOOG
2021-06-28,1405500,2546.73999,2519.476074,2540,2536.389893,2536.389893,GOOG
2021-06-29,1047500,2540,2508.73999,2535.449951,2520.370117,2520.370117,GOOG
2021-06-30,1200300,2516,2495.149902,2513.071045,2506.320068,2506.320068,GOOG
2021-07-01,856000,2529.25,2496.995117,2496.995117,2527.370117,2527.370117,GOOG
2021-07-02,1058000,2576.959961,2535.379883,2536.790039,2574.379883,2574.379883,GOOG
2021-07-06,1067500,2597.689941,2568.179932,2588.98999,2595.419922,2595.419922,GOOG
2021-07-07,834000,2612.798096,2595.199951,2606.820068,2601.550049,2601.550049,GOOG
2021-07-08,989000,2600.649902,2560.800049,2565,2583.540039,2583.540039,GOOG
2021-07-09,755300,2596.98999,2578.870117,2578.889893,2591.48999,2591.48999,GOOG
2021-07-12,847200,2615.399902,2592,2596.669922,2611.280029,2611.280029,GOOG
2021-07-13,830900,2640.840088,2612.73999,2617.629883,2619.889893,2619.889893,GOOG
2021-07-14,895600,2659.919922,2637.959961,2638.030029,2641.649902,2641.649902,GOOG
2021-07-15,829300,2651.899902,2611.959961,2650,2625.330078,2625.330078,GOOG
2021-07-16,742800,2643.659912,2616.429932,2632.820068,2636.909912,2636.909912,GOOG
2021-07-19,1285500,2624.939941,2570.73999,2623.110107,2585.080078,2585.080078,GOOG
2021-07-20,954200,2640.0271,2583.768066,2600.080078,2622.030029,2622.030029,GOOG
2021-07-21,737100,2652.344971,2612.030029,2615.73999,2652.01001,2652.01001,GOOG
2021-07-22,680400,2670.090088,2648,2653,2666.570068,2666.570068,GOOG
2021-07-23,1318900,2776.169922,2694.01001,2705.199951,2756.320068,2756.320068,GOOG
2021-07-26,1152600,2794.26001,2753.02002,2765,2792.889893,2792.889893,GOOG
2021-07-27,2108200,2800.219971,2702,2800.219971,2735.929932,2735.929932,GOOG
2021-07-28,2734400,2793.52002,2727,2771.23999,2727.629883,2727.629883,GOOG
2021-07-29,964200,2743.030029,2722.76001,2727.612061,2730.810059,2730.810059,GOOG
2021-07-30,1197700,2715.427002,2696.283936,2710.219971,2704.419922,2704.419922,GOOG
2021-08-02,1007000,2720.409912,2693.389893,2709.689941,2719.790039,2719.790039,GOOG
2021-08-03,953200,2726.709961,2683.669922,2720,2725.600098,2725.600098,GOOG
2021-08-04,826400,2730.76001,2708.300049,2724.98999,2720.570068,2720.570068,GOOG
2021-08-05,593300,2739,2712,2720.570068,2738.800049,2738.800049,GOOG
2021-08-06,678000,2741.601074,2720.929932,2725.899902,2740.719971,2740.719971,GOOG
2021-08-09,618700,2766.429932,2728.574951,2738.97998,2760.040039,2760.040039,GOOG
2021-08-10,801700,2771.030029,2744.530029,2761.590088,2761.929932,2761.929932,GOOG
2021-08-11,760200,2776.955078,2747,2765.659912,2753.790039,2753.790039,GOOG
2021-08-12,732300,2768.360107,2735.580078,2754.26001,2767.790039,2767.790039,GOOG
2021-08-13,629000,2773.47998,2760.100098,2767.149902,2768.120117,2768.120117,GOOG
2021-08-16,902000,2779.810059,2723.314941,2760,2778.320068,2778.320068,GOOG
2021-08-17,1063600,2774.370117,2735.75,2763.820068,2746.01001,2746.01001,GOOG
2021-08-18,746700,2765.879883,2728.419922,2742.310059,2731.399902,2731.399902,GOOG
2021-08-19,914800,2749.040039,2707.120117,2709.350098,2738.27002,2738.27002,GOOG
2021-08-20,778200,2772.290039,2729.340088,2741.659912,2768.73999,2768.73999,GOOG
2021-08-23,1054500,2843.540039,2774.958984,2779.969971,2821.98999,2821.98999,GOOG
2021-08-24,756300,2860.149902,2827.070068,2830.870117,2847.969971,2847.969971,GOOG
2021-08-25,641900,2866.26001,2848.790039,2857.659912,2859,2859,GOOG
2021-08-26,746100,2862.696045,2841.830078,2852.370117,2842.459961,2842.459961,GOOG
2021-08-27,1228100,2900.219971,2840.399902,2842.25,2891.01001,2891.01001,GOOG
2021-08-30,845800,2929.790039,2892,2894.090088,2909.389893,2909.389893,GOOG
2021-08-31,1337800,2922.23999,2900,2917.689941,2909.23999,2909.23999,GOOG
2021-09-01,791200,2936.409912,2912.290039,2913,2916.840088,2916.840088,GOOG
2021-09-02,1092200,2926.5,2882.129883,2918.98999,2884.379883,2884.379883,GOOG
2021-09-03,955200,2907.540039,2870.100098,2882.919922,2895.5,2895.5,GOOG
2021-09-07,758500,2916.47998,2890.820068,2894.98999,2910.379883,2910.379883,GOOG
2021-09-08,774300,2911.02002,2884,2907.870117,2897.669922,2897.669922,GOOG
2021-09-09,739900,2913.389893,2888.679932,2897.669922,2898.27002,2898.27002,GOOG
2021-09-10,1644800,2920.379883,2834.830078,2908.870117,2838.419922,2838.419922,GOOG
2021-09-13,1008800,2883.820068,2845.649902,2864.02002,2869.300049,2869.300049,GOOG
2021-09-14,945800,2894.550049,2858.110107,2883.219971,2868.120117,2868.120117,GOOG
2021-09-15,1032400,2911.629883,2845.120117,2875.179932,2904.120117,2904.120117,GOOG
2021-09-16,1014600,2904,2868.326904,2902.419922,2887.469971,2887.469971,GOOG
2021-09-17,3002000,2884.98999,2821.22998,2875.969971,2829.27002,2829.27002,GOOG
2021-09-20,1745900,2787.25,2741.060059,2780.003906,2780.340088,2780.340088,GOOG
2021-09-21,906500,2816.231934,2778.110107,2802.340088,2792.929932,2792.929932,GOOG
2021-09-22,1103400,2831.669922,2789.435059,2801.01001,2818.77002,2818.77002,GOOG
2021-09-23,863600,2845.049072,2821.929932,2832.189941,2836.530029,2836.530029,GOOG
2021-09-24,747500,2858.070068,2817.01001,2818.919922,2852.659912,2852.659912,GOOG
2021-09-27,942200,2850,2810,2831.709961,2830.02002,2830.02002,GOOG
2021-09-28,2109500,2792.129883,2714,2781.77002,2723.679932,2723.679932,GOOG
2021-09-29,1316900,2747.969971,2685,2742.194092,2690.419922,2690.419922,GOOG
2021-09-30,1764700,2711.800049,2660,2686.5,2665.310059,2665.310059,GOOG
2021-10-01,1419400,2741.419922,2667.550049,2671.090088,2729.25,2729.25,GOOG
2021-10-04,1576500,2714,2623.330078,2713.98999,2675.300049,2675.300049,GOOG
2021-10-05,1206300,2747.23999,2680,2680,2723.540039,2723.540039,GOOG
2021-10-06,988200,2757.040039,2689.72998,2692.51001,2747.080078,2747.080078,GOOG
2021-10-07,912500,2803.089111,2771.26001,2777.26001,2783.709961,2783.709961,GOOG
2021-10-08,946200,2806.340088,2788.586914,2798.120117,2801.120117,2801.120117,GOOG
2021-10-11,829200,2815.272949,2776.129883,2796,2776.949951,2776.949951,GOOG
2021-10-12,1126800,2793.899902,2725,2792.75,2734.26001,2734.26001,GOOG
2021-10-13,819000,2771,2739.530029,2755,2758,2758,GOOG
2021-10-14,1071300,2833.030029,2786.780029,2799.040039,2828.23999,2828.23999,GOOG
2021-10-15,1062500,2844,2821.290039,2844,2833.5,2833.5,GOOG
2021-10-18,828200,2859.975098,2824.27002,2824.27002,2859.209961,2859.209961,GOOG
2021-10-19,765800,2882.139893,2861.919922,2865.830078,2876.439941,2876.439941,GOOG
2021-10-20,897000,2884.955078,2838.23999,2884.449951,2848.300049,2848.300049,GOOG
2021-10-21,742500,2856.98999,2832.73999,2843.840088,2855.610107,2855.610107,GOOG
2021-10-22,1509100,2831.169922,2743.409912,2807.02002,2772.5,2772.5,GOOG
2021-10-25,1054100,2784.115967,2734.969971,2776.209961,2775.459961,2775.459961,GOOG
2021-10-26,1412900,2816.790039,2780.110107,2812.120117,2793.439941,2793.439941,GOOG
2021-10-27,2592500,2982.360107,2798.050049,2798.050049,2928.550049,2928.550049,GOOG
2021-10-28,1620900,2948.48999,2895.27002,2945.97998,2922.580078,2922.580078,GOOG
2021-10-29,1447700,2972.26001,2903.330078,2910.399902,2965.409912,2965.409912,GOOG
2021-11-01,1613600,2967.98999,2871.590088,2963.300049,2875.47998,2875.47998,GOOG
2021-11-02,1057500,2938.409912,2892.820068,2896.187988,2917.26001,2917.26001,GOOG
2021-11-03,894300,2938.209961,2901.070068,2925.5,2935.800049,2935.800049,GOOG
2021-11-04,1235000,2999,2932.699951,2944,2973.659912,2973.659912,GOOG
2021-11-05,1020400,3011.415039,2973.040039,2987.070068,2984.820068,2984.820068,GOOG
2021-11-08,919400,3020.689941,2982.399902,3000,2987.030029,2987.030029,GOOG
2021-11-09,843800,3007.570068,2950.139893,2994.919922,2984.969971,2984.969971,GOOG
2021-11-10,1135400,2974,2906.5,2960.195068,2932.52002,2932.52002,GOOG
2021-11-11,623200,2970.044922,2933.889893,2942.139893,2934.959961,2934.959961,GOOG
2021-11-12,852400,2997.189941,2929.080078,2956.629883,2992.909912,2992.909912,GOOG
2021-11-15,812400,3009.540039,2973.050049,3000,2987.76001,2987.76001,GOOG
2021-11-16,862700,2996.649902,2967,2983.409912,2981.52002,2981.52002,GOOG
2021-11-17,764500,2992.52002,2971.26001,2984.580078,2981.23999,2981.23999,GOOG
2021-11-18,1332900,3032.199951,2979.969971,2982.919922,3014.179932,3014.179932,GOOG
2021-11-19,988300,3037,2997.75,3020,2999.050049,2999.050049,GOOG
2021-11-22,1230400,3014.889893,2940.110107,3002.834961,2941.570068,2941.570068,GOOG
2021-11-23,906300,2953.879883,2897.790039,2942.26001,2935.139893,2935.139893,GOOG
2021-11-24,823200,2940,2903.97998,2927,2934.350098,2934.350098,GOOG
2021-11-26,849600,2905.939941,2849.709961,2900.310059,2856.120117,2856.120117,GOOG
2021-11-29,1313800,2937.23999,2885.969971,2885.969971,2922.280029,2922.280029,GOOG
2021-11-30,2079500,2932.570068,2841.320068,2909.004883,2849.040039,2849.040039,GOOG
2021-12-01,1423800,2929.98291,2830,2884.25,2832.360107,2832.360107,GOOG
2021-12-02,1062500,2893.5,2819.639893,2836.47998,2875.530029,2875.530029,GOOG
2021-12-03,1334400,2904.26001,2823,2889.909912,2850.409912,2850.409912,GOOG
2021-12-06,1109900,2887.030029,2812.939941,2871.47998,2875.929932,2875.929932,GOOG
2021-12-07,1162900,2966,2914.050049,2919,2960.72998,2960.72998,GOOG
2021-12-08,948200,2983.129883,2944,2966.629883,2974.409912,2974.409912,GOOG
2021-12-09,929000,2992.100098,2950.580078,2963.52002,2962.120117,2962.120117,GOOG
2021-12-10,1081700,2988,2947.149902,2982,2973.5,2973.5,GOOG
2021-12-13,1205200,2971.25,2927.199951,2968.879883,2934.090088,2934.090088,GOOG
2021-12-14,1238900,2908.840088,2844.850098,2895.399902,2899.409912,2899.409912,GOOG
2021-12-15,1364000,2950.344971,2854.110107,2887.320068,2947.370117,2947.370117,GOOG
2021-12-16,1370000,2971.030029,2881.850098,2961.540039,2896.77002,2896.77002,GOOG
2021-12-17,2170200,2889.201904,2835.76001,2854.290039,2856.060059,2856.060059,GOOG
2021-12-20,1013200,2852.209961,2805,2813.592041,2848.030029,2848.030029,GOOG
2021-12-21,977400,2893.841064,2834.699951,2863,2884.409912,2884.409912,GOOG
2021-12-22,921900,2946.060059,2879.26001,2882,2938.97998,2938.97998,GOOG
2021-12-23,690900,2971.451904,2939.01709,2941.790039,2942.850098,2942.850098,GOOG
2021-12-27,662800,2968.530029,2945,2949.27002,2961.280029,2961.280029,GOOG
2021-12-28,931200,2967.48999,2918.709961,2967.48999,2928.959961,2928.959961,GOOG
2021-12-29,851100,2943.675049,2910.090088,2928.590088,2930.090088,2930.090088,GOOG
2021-12-30,648900,2941.25,2915.169922,2929,2920.050049,2920.050049,GOOG
2021-12-31,864900,2927.300049,2893.550049,2910.879883,2893.590088,2893.590088,GOOG